BHK,sector,price,SuperArea,floor,Furnishing,facing,Car_Parking,Bathroom,Balcony,overlooking,city
1,others,0.21,405.0,10+,Unfurnished,East,not sure,1,4+,Main Road,chennai
2,Thoraipakkam,1.11,1379.0,10+,Unfurnished,East,available,2,4+,Main Road,chennai
2,Kolathur,0.7070000000000001,1047.0,10+,Unfurnished,East,available,2,4+,Main Road,chennai
3,others,1.16,1418.0,10+,Unfurnished,East,not sure,3,4+,Main Road,chennai
2,Perambur,0.85,1040.0,10+,Unfurnished,East,not sure,2,4+,Main Road,chennai
3,Sholinganallur,0.96,1551.0,10+,Unfurnished,East,not sure,3,4+,Main Road,chennai
2,Perambur,0.993,1242.0,10+,Unfurnished,East,not sure,2,4+,Main Road,chennai
2,others,0.62,968.0,2,Unfurnished,East,available,2,4+,Main Road,chennai
2,Medavakkam,0.723,1104.0,10+,Unfurnished,East,available,2,4+,Main Road,chennai
2,others,0.789,1272.0,10+,Unfurnished,East,available,2,4+,Main Road,chennai
2,Thiruvanmiyur,1.37,932.0,10+,Unfurnished,East,available,2,4+,Main Road,chennai
1,Medavakkam,0.272,380.0,1,Semi-Furnished,East,not sure,1,4+,Main Road,chennai
2,others,0.723,841.0,10+,Unfurnished,East,available,2,4+,Main Road,chennai
3,others,1.65,1723.0,10+,Unfurnished,East,not sure,3,4+,Main Road,chennai
1,others,0.267,503.0,0,Semi-Furnished,East,not sure,1,4+,Main Road,chennai
2,others,0.4629999999999999,945.0,3,Unfurnished,East,available,2,4+,Main Road,chennai
2,Perumbakkam,0.61,901.0,10+,Unfurnished,East,available,2,4+,Main Road,chennai
2,Manapakkam,0.893,976.0,10+,Unfurnished,East,not sure,2,4+,Main Road,chennai
3,Perumbakkam,0.8390000000000001,1222.0,10+,Unfurnished,East,available,2,4+,Main Road,chennai
2,Perumbakkam,0.499,792.0,10+,Unfurnished,East,not sure,2,4+,Main Road,chennai
3,Padur,0.866,1440.0,10+,Unfurnished,East,available,2,4+,Main Road,chennai
3,Pallikaranai,0.863,1269.0,10+,Unfurnished,East,not sure,2,4+,Main Road,chennai
3,others,3.54,1886.0,10+,Unfurnished,East,not sure,3,4+,Main Road,chennai
2,Kolathur,0.606,933.0,10+,Unfurnished,East,not sure,2,4+,Main Road,chennai
3,others,1.71,1666.0,10+,Unfurnished,East,available,2,4+,Main Road,chennai
3,Kilpauk,2.18,1412.0,1,Unfurnished,East,available,3,1,Main Road,chennai
4,others,1.4,2154.0,1,Unfurnished,North,available,3,1,Main Road,chennai
4,Madipakkam,1.36,2224.0,1,Unfurnished,North,available,3,2,Main Road,chennai
3,Kelambakkam,0.9,1655.0,3,Semi-Furnished,South,available,3,2,"Garden/Park, Main Road",chennai
3,Medavakkam,0.92,1148.0,4,Unfurnished,East,available,2,2,Main Road,chennai
2,Porur,0.9,952.0,3,Unfurnished,North,available,2,1,Main Road,chennai
3,others,1.14,1434.0,2,Unfurnished,North,available,3,1,"Garden/Park, Main Road, Pool",chennai
2,others,0.92,1058.0,5,Unfurnished,North - East,available,2,1,Garden/Park,chennai
3,others,0.61,1200.0,2,Unfurnished,East,available,3,2,Garden/Park,chennai
3,Sholinganallur,0.725,1335.0,2,Unfurnished,East,available,3,1,"Garden/Park, Main Road, Pool",chennai
2,others,0.743,1061.0,1,Unfurnished,North - East,available,2,2,Main Road,chennai
4,others,7.14,3400.0,3,Unfurnished,East,available,4,2,Main Road,chennai
2,Mogappair,0.967,1062.0,4,Unfurnished,East,available,2,1,"Garden/Park, Main Road",chennai
2,Sholinganallur,1.19,1681.0,10,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",chennai
2,others,0.626,966.0,3,Unfurnished,North,available,2,1,Main Road,chennai
3,others,1.32,1100.0,1,Unfurnished,North,available,2,1,Main Road,chennai
3,others,1.63,1188.0,3,Unfurnished,North - East,available,2,2,"Garden/Park, Main Road",chennai
2,Medavakkam,0.66,950.0,3,Unfurnished,East,available,2,2,Garden/Park,chennai
4+,others,3.3,2610.0,4,Unfurnished,North - East,not sure,4+,2,"Garden/Park, Main Road",chennai
3,others,5.07,2351.0,3,Unfurnished,North,available,3,1,Garden/Park,chennai
2,others,0.556,1100.0,8,Unfurnished,North,available,2,1,Main Road,chennai
2,others,0.585,961.0,1,Unfurnished,North,available,2,1,"Garden/Park, Main Road",chennai
2,others,0.619,878.0,1,Unfurnished,South,available,2,1,Main Road,chennai
2,Medavakkam,0.6659999999999999,1024.0,3,Unfurnished,North,available,2,1,Main Road,chennai
3,others,0.992,1654.0,2,Unfurnished,North,available,3,1,"Garden/Park, Main Road, Pool",chennai
3,others,1.4,1485.0,2,Unfurnished,North,available,3,1,Main Road,chennai
3,others,3.5,1439.0,4,Unfurnished,North,not sure,3,1,Main Road,chennai
2,others,0.53,750.0,1,Unfurnished,South,available,2,1,Main Road,chennai
2,others,0.53,1134.0,1,Unfurnished,North,available,2,1,"Garden/Park, Main Road",chennai
2,others,0.4479999999999999,1007.0,8,Unfurnished,North,available,2,1,Garden/Park,chennai
3,others,0.7120000000000001,1295.0,2,Unfurnished,East,available,2,1,"Garden/Park, Main Road",chennai
2,Medavakkam,0.81,1038.0,3,Unfurnished,East,available,2,1,"Garden/Park, Main Road",chennai
4,others,1.9,1700.0,2,Semi-Furnished,North,available,3,1,Main Road,chennai
3,Pallikaranai,0.9,1200.0,1,Unfurnished,East,available,3,1,Main Road,chennai
3,others,2.09,1445.0,2,Unfurnished,East,available,3,4+,Main Road,chennai
3,others,0.8109999999999999,1248.0,1,Unfurnished,East,available,2,2,"Garden/Park, Main Road",chennai
3,others,1.45,1450.0,4,Semi-Furnished,South,available,3,4+,Main Road,chennai
2,Kolathur,0.5910000000000001,911.0,1,Unfurnished,North,available,2,1,Main Road,chennai
2,Avadi,0.44,870.0,2,Unfurnished,East,available,2,1,Main Road,chennai
3,Medavakkam,0.7340000000000001,1255.0,10+,Unfurnished,North,available,3,2,Main Road,chennai
3,others,3.4,2138.0,2,Unfurnished,North,available,3,2,Main Road,chennai
3,others,0.8109999999999999,1248.0,1,Semi-Furnished,East,available,3,3,"Garden/Park, Main Road",chennai
2,others,0.5,1100.0,1,Unfurnished,East,not sure,2,1,Garden/Park,chennai
3,others,0.65,1206.0,2,Semi-Furnished,West,available,2,2,Main Road,chennai
2,Pallikaranai,0.5,1050.0,1,Unfurnished,North,not sure,2,4+,Garden/Park,chennai
3,others,1.25,1270.0,2,Unfurnished,South,not sure,3,3,Main Road,chennai
2,others,1.2,750.0,1,Semi-Furnished,East,not sure,2,1,Main Road,chennai
2,others,0.45,702.0,1,Unfurnished,North,not sure,2,1,Main Road,chennai
3,others,0.75,1211.0,1,Semi-Furnished,North - East,available,2,1,"Garden/Park, Main Road",chennai
3,others,0.6,1298.0,1,Semi-Furnished,East,not sure,3,1,Main Road,chennai
3,others,3.75,2000.0,2,Semi-Furnished,East,available,3,2,Garden/Park,chennai
3,Porur,0.99,1540.0,1,Unfurnished,North,available,3,3,Main Road,chennai
3,Velachery,0.9,1246.0,1,Semi-Furnished,West,available,2,1,"Garden/Park, Main Road",chennai
2,others,0.39,860.0,1,Unfurnished,South,not sure,2,1,Main Road,chennai
3,Mogappair,1.04,1288.0,4,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road",chennai
2,others,0.6,1104.0,1,Unfurnished,South,available,2,1,"Garden/Park, Main Road",chennai
2,others,0.85,1097.0,1,Unfurnished,South,not sure,2,4+,"Garden/Park, Main Road",chennai
3,Padur,0.75,1346.0,10+,Semi-Furnished,South,available,2,1,"Garden/Park, Main Road, Pool",chennai
3,Madipakkam,1.4,1500.0,2,Semi-Furnished,East,available,3,4+,"Garden/Park, Main Road",chennai
4,others,3.37,3071.0,4,Unfurnished,North,available,4,2,Garden/Park,chennai
2,others,0.539,829.0,3,Semi-Furnished,North,available,2,1,Main Road,chennai
4,Madipakkam,1.68,2240.0,1,Unfurnished,North,available,3,2,Main Road,chennai
3,others,0.63,1156.0,1,Unfurnished,South,available,2,1,Main Road,chennai
2,others,0.43,625.0,1,Unfurnished,East,not sure,2,4+,"Garden/Park, Main Road",chennai
2,others,0.51,734.0,2,Unfurnished,South,not sure,2,2,Main Road,chennai
2,others,0.86,744.0,3,Unfurnished,South,available,2,1,Garden/Park,chennai
3,others,0.9,1200.0,1,Unfurnished,South,not sure,3,1,Garden/Park,chennai
2,others,0.58,711.0,1,Unfurnished,West,not sure,2,4+,"Garden/Park, Main Road",chennai
1,others,0.63,654.0,1,Unfurnished,North,not sure,1,1,Main Road,chennai
2,others,0.51,1014.0,1,Unfurnished,South -West,available,2,2,Garden/Park,chennai
1,Perumbakkam,0.42,620.0,3,Semi-Furnished,North,available,1,4+,"Garden/Park, Main Road, Pool",chennai
2,others,0.7000000000000001,1050.0,1,Semi-Furnished,East,not sure,2,4+,Main Road,chennai
1,others,0.75,625.0,1,Semi-Furnished,East,not sure,1,1,Main Road,chennai
2,others,0.8300000000000001,1221.0,3,Semi-Furnished,North,available,2,1,"Garden/Park, Main Road",chennai
3,others,6.51,3140.0,1,Unfurnished,East,not sure,4,2,"Garden/Park, Pool",chennai
3,Kilpauk,1.5,1380.0,0,Semi-Furnished,East,not sure,3,4+,Main Road,chennai
2,others,0.5,809.0,1,Semi-Furnished,West,not sure,2,2,Main Road,chennai
3,Anna Nagar,2.1,1600.0,2,Semi-Furnished,East,not sure,3,2,Main Road,chennai
3,Thiruvanmiyur,1.65,1403.0,1,Semi-Furnished,North,available,3,1,Main Road,chennai
2,Medavakkam,0.716,1071.0,1,Unfurnished,North,available,2,2,Main Road,chennai
2,Chromepet,0.72,1048.0,1,Semi-Furnished,East,available,2,2,"Garden/Park, Main Road",chennai
3,others,2.3,1410.0,1,Semi-Furnished,East,not sure,3,1,Main Road,chennai
2,others,0.63,1203.0,2,Semi-Furnished,North,available,2,1,"Garden/Park, Main Road",chennai
1,Avadi,0.32,550.0,1,Unfurnished,East,not sure,1,4+,"Garden/Park, Main Road",chennai
2,others,0.85,925.0,1,Semi-Furnished,North - West,not sure,2,4,Main Road,chennai
3,Velachery,0.85,1100.0,1,Semi-Furnished,South,available,2,1,"Garden/Park, Main Road",chennai
3,Perambur,1.4,1500.0,4,Unfurnished,East,available,3,2,"Garden/Park, Main Road",chennai
3,Thiruvanmiyur,2.2,1780.0,3,Semi-Furnished,North,available,3,1,Main Road,chennai
1,others,0.768,611.0,1,Unfurnished,North,not sure,1,1,Main Road,chennai
3,others,1.99,1425.0,2,Unfurnished,East,not sure,2,1,Main Road,chennai
2,others,0.6,1480.0,2,Furnished,North,available,1,2,"Garden/Park, Main Road",chennai
2,others,0.8,984.0,1,Furnished,North,not sure,2,2,Main Road,chennai
2,Velachery,0.67,885.0,1,Semi-Furnished,South,available,2,4+,Main Road,chennai
2,others,0.52,880.0,2,Semi-Furnished,North,not sure,2,1,Main Road,chennai
2,others,0.8300000000000001,776.0,3,Semi-Furnished,East,not sure,1,1,Main Road,chennai
2,others,0.48,931.0,1,Semi-Furnished,East,available,2,1,Main Road,chennai
2,others,0.85,900.0,2,Unfurnished,West,not sure,2,1,Main Road,chennai
2,others,0.62,1063.0,2,Unfurnished,North,available,2,4+,Main Road,chennai
2,Urapakkam,0.34,700.0,1,Furnished,East,not sure,2,2,Main Road,chennai
2,Padur,0.62,1268.0,7,Furnished,East,available,2,2,Garden/Park,chennai
2,others,0.45,938.0,1,Semi-Furnished,East,not sure,2,1,"Garden/Park, Main Road",chennai
4+,others,1.75,1200.0,2,Semi-Furnished,East,not sure,4+,4+,Main Road,chennai
3,Manapakkam,1.28,1570.0,2,Unfurnished,West,not sure,2,2,Main Road,chennai
3,others,0.9,1270.0,1,Unfurnished,East,available,2,1,Main Road,chennai
2,others,0.9,920.0,2,Semi-Furnished,East,not sure,2,1,Main Road,chennai
2,others,0.75,925.0,0,Semi-Furnished,North,not sure,2,4+,Main Road,chennai
3,others,1.8,1967.0,4,Semi-Furnished,South,not sure,4,1,Garden/Park,chennai
2,others,0.45,969.0,2,Unfurnished,South,not sure,2,3,Main Road,chennai
3,others,3.75,1820.0,9,Unfurnished,East,not sure,3,4+,Main Road,chennai
2,Avadi,0.45,871.0,1,Unfurnished,North,not sure,2,2,Main Road,chennai
2,others,0.5,872.0,3,Semi-Furnished,South - East,available,2,1,Garden/Park,chennai
2,others,0.49,960.0,0,Unfurnished,East,not sure,2,4+,Main Road,chennai
3,others,0.79,1412.0,2,Semi-Furnished,North,not sure,3,4+,Main Road,chennai
3,others,2.26,1326.0,2,Unfurnished,East,available,2,2,"Garden/Park, Main Road",chennai
2,others,0.49,918.0,1,Unfurnished,East,not sure,2,1,Main Road,chennai
3,Perambur,0.95,1350.0,2,Unfurnished,East,not sure,3,4+,Main Road,chennai
2,Urapakkam,0.59,1112.0,10+,Unfurnished,East,not sure,2,3,Main Road,chennai
2,others,0.75,915.0,1,Unfurnished,North,not sure,2,1,Main Road,chennai
3,others,0.99,1585.0,4,Furnished,South -West,available,3,2,Garden/Park,chennai
2,others,0.795,935.0,1,Unfurnished,East,not sure,2,2,Main Road,chennai
2,others,0.799,940.0,1,Unfurnished,East,available,2,2,Garden/Park,chennai
2,Perumbakkam,0.604,1098.0,1,Unfurnished,East,available,2,1,"Garden/Park, Main Road",chennai
2,Chromepet,0.65,784.0,0,Furnished,North,not sure,2,4+,Main Road,chennai
2,others,0.35,690.0,0,Unfurnished,East,not sure,2,4+,"Garden/Park, Main Road",chennai
2,others,1.34,1078.0,1,Unfurnished,North - West,available,2,1,"Garden/Park, Main Road",chennai
2,others,0.32,700.0,1,Unfurnished,North,available,2,1,"Garden/Park, Main Road",chennai
2,Thiruvanmiyur,1.1,1125.0,1,Semi-Furnished,East,available,2,1,"Garden/Park, Main Road",chennai
3,others,3.0,2200.0,1,Semi-Furnished,East,available,3,3,Main Road,chennai
2,Guduvancheri,0.42,976.0,2,Unfurnished,East,available,2,2,Main Road,chennai
1,others,0.58,544.0,3,Furnished,South,available,1,4+,Main Road,chennai
3,others,0.62,1308.0,1,Unfurnished,East,not sure,3,1,Main Road,chennai
4,Thoraipakkam,2.3,2153.0,9,Furnished,West,available,4,2,"Garden/Park, Pool",chennai
2,others,0.93,958.0,3,Semi-Furnished,South,available,2,1,"Garden/Park, Main Road",chennai
3,Kilpauk,2.5,1540.0,1,Unfurnished,East,available,3,1,Main Road,chennai
2,others,0.59,1200.0,1,Unfurnished,East,available,2,1,"Garden/Park, Pool",chennai
3,others,0.72,1307.0,4,Semi-Furnished,East,available,3,3,"Garden/Park, Main Road",chennai
4,others,1.25,1350.0,1,Unfurnished,East,not sure,4,4+,Main Road,chennai
2,others,1.39,1008.0,1,Unfurnished,East,not sure,2,1,Main Road,chennai
3,others,1.25,1142.0,3,Unfurnished,West,not sure,3,1,Main Road,chennai
2,Chromepet,0.7000000000000001,1112.0,2,Furnished,East,not sure,2,1,Main Road,chennai
2,others,1.75,1060.0,1,Unfurnished,East,not sure,2,1,Main Road,chennai
2,others,0.451,1013.0,1,Unfurnished,North,available,2,1,Main Road,chennai
2,others,0.42,764.0,1,Unfurnished,North,not sure,2,4+,Main Road,chennai
2,others,0.37,720.0,2,Unfurnished,East,available,1,4+,"Garden/Park, Main Road",chennai
1,Medavakkam,0.377,681.0,1,Unfurnished,East,not sure,1,1,Main Road,chennai
3,others,1.2,1600.0,1,Semi-Furnished,West,available,3,1,Main Road,chennai
2,Ambattur,0.42,1020.0,0,Unfurnished,North,not sure,2,4+,Garden/Park,chennai
3,others,0.85,1590.0,3,Unfurnished,North,not sure,3,1,Garden/Park,chennai
3,Porur,0.8200000000000001,1160.0,1,Unfurnished,East,available,2,1,"Garden/Park, Main Road",chennai
2,Velachery,0.9,805.0,1,Semi-Furnished,East,available,2,4+,"Garden/Park, Main Road",chennai
2,others,0.75,980.0,2,Semi-Furnished,East,available,2,2,"Garden/Park, Main Road",chennai
2,others,1.5,1450.0,3,Semi-Furnished,North,available,3,1,"Garden/Park, Main Road",chennai
4,others,7.0,3300.0,3,Semi-Furnished,North,not sure,4,4,Main Road,chennai
3,Kilpauk,3.2,2050.0,3,Unfurnished,East,not sure,2,2,Main Road,chennai
3,others,0.67,1437.0,0,Unfurnished,East,available,3,4+,Garden/Park,chennai
2,others,0.4,1019.0,2,Unfurnished,East,not sure,2,2,Main Road,chennai
2,others,0.45,966.0,2,Unfurnished,North,not sure,2,1,"Garden/Park, Main Road",chennai
2,others,0.41,955.0,1,Unfurnished,East,available,2,1,Garden/Park,chennai
2,Madipakkam,0.55,825.0,1,Semi-Furnished,East,available,2,1,"Garden/Park, Main Road",chennai
2,others,1.0,1120.0,2,Semi-Furnished,West,not sure,2,1,Main Road,chennai
3,others,0.9,1164.0,2,Unfurnished,North,not sure,2,4+,"Garden/Park, Main Road",chennai
3,Chromepet,0.85,1090.0,2,Unfurnished,North,not sure,2,1,Main Road,chennai
3,others,2.7,2400.0,2,Furnished,North,available,3,1,Pool,chennai
2,others,0.61,978.0,2,Unfurnished,West,not sure,2,1,Main Road,chennai
3,Thiruvanmiyur,1.7,1500.0,0,Semi-Furnished,South,available,3,1,Main Road,chennai
1,others,0.32,609.0,1,Unfurnished,East,not sure,1,1,Main Road,chennai
3,others,0.5,1200.0,1,Unfurnished,East,not sure,2,1,Main Road,chennai
1,others,0.325,580.0,8,Semi-Furnished,North,available,1,4+,"Garden/Park, Main Road, Pool",chennai
2,others,0.65,1188.0,2,Unfurnished,East,not sure,2,1,Main Road,chennai
3,others,2.65,2298.0,3,Semi-Furnished,East,available,3,3,"Garden/Park, Main Road",chennai
2,others,0.52,850.0,1,Unfurnished,North,not sure,2,4+,Garden/Park,chennai
2,others,1.85,1070.0,2,Semi-Furnished,East,not sure,2,3,"Garden/Park, Main Road",chennai
2,others,0.35,670.0,2,Semi-Furnished,East,available,1,4+,"Garden/Park, Main Road",chennai
4,Kilpauk,2.6,2100.0,0,Semi-Furnished,East,available,4,2,"Garden/Park, Main Road",chennai
2,others,0.43,1144.0,2,Semi-Furnished,East,available,2,1,"Garden/Park, Main Road",chennai
2,others,1.55,1183.0,3,Semi-Furnished,North,available,2,4+,"Garden/Park, Main Road",chennai
3,Velachery,0.8,1207.0,1,Semi-Furnished,North,available,2,4+,"Garden/Park, Main Road",chennai
2,others,2.2,1253.0,1,Semi-Furnished,East,available,2,2,"Garden/Park, Main Road",chennai
2,Urapakkam,0.3,640.0,2,Semi-Furnished,East,available,2,1,Main Road,chennai
2,Madipakkam,0.62,926.0,2,Semi-Furnished,North,available,2,1,"Garden/Park, Main Road",chennai
2,Kolathur,0.58,739.0,2,Semi-Furnished,East,available,2,2,Garden/Park,chennai
1,Perambur,0.3,516.0,2,Semi-Furnished,East,not sure,1,4+,"Garden/Park, Main Road",chennai
2,others,0.95,1155.0,1,Semi-Furnished,South,not sure,2,1,Garden/Park,chennai
2,others,0.8,1245.0,1,Semi-Furnished,North,not sure,2,2,Main Road,chennai
2,others,0.37,630.0,2,Semi-Furnished,East,available,2,4+,Garden/Park,chennai
4,others,2.85,2400.0,2,Semi-Furnished,East,not sure,4,1,Main Road,chennai
2,others,0.65,872.0,2,Unfurnished,South,not sure,2,1,"Garden/Park, Main Road",chennai
2,Guduvancheri,0.41,807.0,2,Semi-Furnished,North,available,2,1,"Garden/Park, Main Road",chennai
1,others,0.54,635.0,1,Semi-Furnished,East,not sure,1,1,Main Road,chennai
3,others,3.0,1823.0,1,Unfurnished,West,available,3,2,Garden/Park,chennai
2,others,0.6,1100.0,2,Semi-Furnished,North,available,1,2,Main Road,chennai
2,others,0.493,986.0,1,Unfurnished,North,not sure,2,1,"Garden/Park, Main Road",chennai
3,others,0.7000000000000001,1350.0,0,Unfurnished,East,available,2,4+,Main Road,chennai
2,others,0.6,700.0,1,Semi-Furnished,East,not sure,2,1,Main Road,chennai
2,Madipakkam,0.3,770.0,1,Unfurnished,South,not sure,2,1,Main Road,chennai
2,others,0.45,850.0,2,Semi-Furnished,East,not sure,2,2,Main Road,chennai
3,others,2.0,1200.0,3,Unfurnished,East,not sure,3,3,Main Road,chennai
2,others,1.98,891.0,1,Semi-Furnished,East,not sure,2,1,Main Road,chennai
2,others,0.59,1000.0,1,Semi-Furnished,East,not sure,2,4+,Main Road,chennai
1,others,0.21,500.0,0,Unfurnished,East,not sure,1,4+,Main Road,chennai
3,others,1.5,1730.0,1,Furnished,East,not sure,3,2,Main Road,chennai
3,others,3.0,2064.0,1,Unfurnished,South - East,not sure,3,2,Main Road,chennai
2,others,0.42,720.0,2,Semi-Furnished,South,not sure,2,2,Main Road,chennai
3,Padur,0.79,1405.0,1,Semi-Furnished,North - East,available,3,2,Main Road,chennai
4,others,7.0,3150.0,1,Unfurnished,East,not sure,4,1,Main Road,chennai
2,others,0.48,750.0,2,Semi-Furnished,East,available,2,2,Main Road,chennai
3,others,0.469,1063.0,4,Unfurnished,East,available,3,2,"Garden/Park, Main Road, Pool",chennai
3,Anna Nagar,3.4,1891.0,3,Unfurnished,East,available,3,1,Main Road,chennai
1,others,0.207,518.0,2,Semi-Furnished,East,not sure,1,1,"Garden/Park, Main Road",chennai
2,Thoraipakkam,0.5700000000000001,877.0,3,Semi-Furnished,North,available,2,1,Main Road,chennai
3,others,0.779,1200.0,2,Unfurnished,East,available,2,1,Main Road,chennai
3,others,2.1,1760.0,1,Semi-Furnished,East,not sure,3,3,Main Road,chennai
1,Kelambakkam,0.19,550.0,3,Semi-Furnished,South,available,1,4+,"Garden/Park, Main Road",chennai
2,others,0.31,783.0,2,Unfurnished,North,not sure,2,1,Main Road,chennai
3,others,0.315,960.0,1,Furnished,North - West,available,3,1,Main Road,chennai
3,Medavakkam,0.79,1350.0,2,Unfurnished,East,available,2,1,Main Road,chennai
4,Manapakkam,2.26,2160.0,3,Unfurnished,East,not sure,3,2,Main Road,chennai
2,others,1.12,1070.0,1,Semi-Furnished,South,available,2,4+,"Garden/Park, Main Road",chennai
3,others,3.25,1777.0,1,Semi-Furnished,West,available,3,2,Main Road,chennai
3,others,1.8,1607.0,1,Semi-Furnished,West,available,3,2,"Garden/Park, Main Road",chennai
3,others,1.1,1220.0,1,Unfurnished,West,not sure,3,4+,Main Road,chennai
2,others,0.31,765.0,0,Semi-Furnished,South - East,available,2,4+,Main Road,chennai
2,others,0.45,848.0,6,Unfurnished,East,not sure,2,1,Main Road,chennai
3,Kilpauk,2.42,1615.0,2,Unfurnished,South -West,available,3,1,"Garden/Park, Main Road, Pool",chennai
2,others,0.419,931.0,1,Semi-Furnished,East,available,2,1,Main Road,chennai
2,others,0.698,931.0,3,Semi-Furnished,East,available,2,1,Main Road,chennai
2,Porur,0.65,801.0,2,Semi-Furnished,South,not sure,2,1,Main Road,chennai
2,Kolathur,0.439,810.0,1,Semi-Furnished,East,available,2,1,Main Road,chennai
2,others,0.6,886.0,3,Semi-Furnished,East,not sure,2,1,Main Road,chennai
3,others,4.5,3350.0,3,Semi-Furnished,East,available,3,3,Main Road,chennai
3,others,3.0,1608.0,2,Furnished,South,available,3,4+,"Main Road, Pool",chennai
2,others,0.65,840.0,2,Semi-Furnished,East,available,1,4+,Main Road,chennai
1,others,0.24,650.0,1,Unfurnished,East,not sure,1,1,Main Road,chennai
3,others,2.65,1400.0,2,Semi-Furnished,West,available,3,4+,Main Road,chennai
2,others,0.4,895.0,1,Semi-Furnished,South,available,2,1,"Garden/Park, Main Road",chennai
2,others,0.44,874.0,1,Unfurnished,North,not sure,2,4+,Main Road,chennai
2,others,0.579,919.0,2,Semi-Furnished,North,not sure,2,2,Main Road,chennai
2,others,0.72,1064.0,10,Unfurnished,West,available,2,4+,Main Road,chennai
3,others,0.9,1400.0,1,Furnished,East,available,3,4+,"Garden/Park, Pool",chennai
3,others,2.8,2500.0,2,Semi-Furnished,East,available,4,2,Main Road,chennai
3,others,3.5,1900.0,1,Semi-Furnished,West,not sure,3,1,"Garden/Park, Main Road",chennai
1,others,0.261,522.0,1,Semi-Furnished,South - East,available,1,1,"Garden/Park, Main Road",chennai
2,Perumbakkam,0.61,1055.0,4,Unfurnished,East,not sure,2,1,Main Road,chennai
2,Chromepet,0.65,1014.0,2,Semi-Furnished,East,available,2,1,Main Road,chennai
3,others,3.24,1445.0,1,Unfurnished,South,available,3,1,Main Road,chennai
2,others,0.38,990.0,2,Unfurnished,West,available,2,2,Main Road,chennai
2,others,0.417,684.0,0,Semi-Furnished,South,available,2,4+,Main Road,chennai
2,others,0.546,791.0,3,Unfurnished,North,not sure,2,1,Main Road,chennai
3,others,3.6,2800.0,1,Semi-Furnished,East,available,3,2,Main Road,chennai
3,others,2.4,1950.0,8,Furnished,North - East,not sure,4,2,"Garden/Park, Main Road, Pool",chennai
3,others,3.0,1800.0,2,Unfurnished,North,not sure,3,2,Main Road,chennai
2,others,0.85,1193.0,2,Unfurnished,North,not sure,2,1,Main Road,chennai
2,others,0.64,1123.0,2,Unfurnished,North,not sure,2,1,Main Road,chennai
2,Ambattur,0.422,870.0,2,Unfurnished,East,available,2,1,Main Road,chennai
1,others,0.31,600.0,1,Semi-Furnished,North,not sure,1,1,Main Road,chennai
3,others,1.16,1700.0,3,Semi-Furnished,East,available,3,2,"Garden/Park, Main Road, Pool",chennai
3,others,1.9,2024.0,4,Semi-Furnished,West,not sure,3,2,Main Road,chennai
2,Guduvancheri,0.376,815.0,2,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road",chennai
2,Medavakkam,0.465,859.0,1,Semi-Furnished,East,available,2,2,Main Road,chennai
2,Velachery,0.75,995.0,1,Semi-Furnished,North - East,available,2,1,Main Road,chennai
2,others,0.75,865.0,2,Furnished,North,available,2,1,"Garden/Park, Main Road",chennai
3,others,3.25,1826.0,4,Semi-Furnished,North,available,3,1,"Garden/Park, Main Road",chennai
3,Padur,0.75,1284.0,3,Semi-Furnished,North - East,not sure,3,2,"Garden/Park, Main Road, Pool",chennai
3,others,0.7140000000000001,1015.0,5,Semi-Furnished,North,available,2,1,Garden/Park,chennai
2,others,0.97,1208.0,1,Unfurnished,North,not sure,2,3,Main Road,chennai
2,Padur,0.46,888.0,5,Unfurnished,North,not sure,2,1,Main Road,chennai
3,Sholinganallur,1.25,1627.0,1,Semi-Furnished,East,available,3,2,Garden/Park,chennai
2,Ambattur,0.52,795.0,1,Furnished,North,available,2,4+,Main Road,chennai
3,others,2.35,1400.0,3,Furnished,North,available,3,2,Main Road,chennai
3,others,1.35,2100.0,0,Unfurnished,South,available,3,1,Main Road,chennai
2,others,0.549,748.0,1,Unfurnished,North - East,not sure,2,1,Main Road,chennai
4,others,2.65,2000.0,1,Semi-Furnished,South,not sure,3,3,Garden/Park,chennai
2,Kolathur,0.693,888.0,2,Semi-Furnished,North,available,2,1,Main Road,chennai
2,Chromepet,0.59,850.0,1,Unfurnished,North,available,2,2,Main Road,chennai
2,others,2.1,1390.0,3,Furnished,East,not sure,2,1,Garden/Park,chennai
3,others,6.5,2500.0,3,Semi-Furnished,East,not sure,4,2,Main Road,chennai
3,others,2.0,1600.0,10+,Unfurnished,North,not sure,3,2,Main Road,chennai
3,Kilpauk,1.65,1665.0,2,Semi-Furnished,East,available,3,2,Main Road,chennai
3,others,0.75,1060.0,3,Unfurnished,East,available,2,1,Main Road,chennai
3,others,2.4,1318.0,2,Furnished,East,not sure,2,4+,Main Road,chennai
3,others,0.812,1353.0,3,Unfurnished,North,not sure,3,2,"Garden/Park, Main Road",chennai
2,Ambattur,0.62,1068.0,2,Semi-Furnished,East,not sure,2,3,Main Road,chennai
2,others,0.75,1125.0,3,Unfurnished,East,not sure,2,1,Main Road,chennai
2,others,0.5700000000000001,900.0,2,Unfurnished,North - East,not sure,2,2,"Garden/Park, Main Road",chennai
2,Sholinganallur,0.752,1001.0,3,Unfurnished,East,available,2,1,Garden/Park,chennai
