BHK,sector,price,SuperArea,floor,Furnishing,facing,Car_Parking,Bathroom,Balcony,overlooking,city
3,Sector 111,4.96,2170.0,3,Unfurnished,East,available,4,1,Main Road,Gurgaon
2,others,1.22,1100.0,10+,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
2,others,1.95,1540.0,8,Semi-Furnished,East,available,2,4,Main Road,Gurgaon
3,Sector 25,4.0,300.0,10+,Unfurnished,East,available,2,1,Main Road,Gurgaon
1,others,0.33,32.0,1,Unfurnished,East,available,1,1,Main Road,Gurgaon
3,others,3.9,2124.0,10+,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
3,others,1.55,1550.0,6,Unfurnished,East,available,2,2,Main Road,Gurgaon
3,others,4.87,2300.0,10+,Unfurnished,North - East,available,2,1,"Garden/Park, Main Road, Pool",Gurgaon
4+,others,3.0,4500.0,3,Semi-Furnished,East,available,4,1,Main Road,Gurgaon
2,others,0.45,70.0,1,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
4+,others,0.52,908.04,1,Unfurnished,East,available,3,1,Main Road,Gurgaon
1,others,0.6,700.0,1,Semi-Furnished,East,available,1,1,Main Road,Gurgaon
2,others,0.55,80.0,1,Unfurnished,East,available,2,1,Main Road,Gurgaon
4,others,2.5,2600.0,2,Furnished,South - East,available,4,3,"Garden/Park, Main Road",Gurgaon
3,Sector 89,2.78,1743.0,9,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
3,Sector 89,2.78,1743.0,9,Semi-Furnished,West,available,3,3,Main Road,Gurgaon
3,Sector 79,3.4,2260.0,4,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
2,Sector 89,1.25,1103.0,1,Semi-Furnished,East,available,2,4,Main Road,Gurgaon
3,Sector 37D,3.9,2469.0,10+,Semi-Furnished,North - West,available,3,3,Main Road,Gurgaon
4,others,3.8,2018.0,7,Furnished,North,available,3,3,"Main Road, Pool",Gurgaon
3,Sector 43,2.25,3000.0,1,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
3,others,2.5,2500.0,3,Semi-Furnished,East,available,3,2,Garden/Park,Gurgaon
4,others,8.5,3660.0,10+,Semi-Furnished,North - East,available,4,4,Garden/Park,Gurgaon
3,Sector 2,2.6,2650.0,3,Furnished,East,available,3,1,Main Road,Gurgaon
3,Sector 37D,4.2,2469.0,10+,Unfurnished,East,available,3,1,Main Road,Gurgaon
4,others,7.15,4337.0,7,Semi-Furnished,East,available,4+,4,"Garden/Park, Main Road",Gurgaon
2,others,3.89,1691.0,1,Unfurnished,East,available,2,2,"Garden/Park, Pool",Gurgaon
2,others,0.45,1013.2,2,Semi-Furnished,East,available,1,1,Main Road,Gurgaon
4,Sector 63,8.0,3956.0,10+,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
3,Sector 113,2.0,1806.0,10+,Unfurnished,North,available,3,3,"Garden/Park, Main Road, Pool",Gurgaon
2,Sector 61,1.75,1150.0,3,Semi-Furnished,South,available,2,2,Garden/Park,Gurgaon
4,others,5.5,362.0,2,Semi-Furnished,East,available,4,3,Main Road,Gurgaon
3,Sector 89,3.54,1701.0,8,Semi-Furnished,East,available,3,1,Garden/Park,Gurgaon
2,Sector 113,2.55,1377.0,9,Unfurnished,East,available,2,2,Garden/Park,Gurgaon
3,Sector 14,3.4,4500.0,2,Semi-Furnished,East,available,4,3,Main Road,Gurgaon
3,Sector 43,2.95,1650.0,3,Unfurnished,East,available,3,1,Main Road,Gurgaon
4,Sector 25,4.5,2400.0,2,Furnished,East,available,4,1,Main Road,Gurgaon
2,Sector 49,3.9,1610.0,10+,Semi-Furnished,North - West,available,2,2,"Main Road, Pool",Gurgaon
3,Sector 61,2.6,1549.0,4,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
3,others,7.0,3035.0,6,Semi-Furnished,East,available,3,2,Main Road,Gurgaon
3,Sector 63A,2.35,1470.0,2,Semi-Furnished,South,available,3,2,"Garden/Park, Pool",Gurgaon
2,Sector 37D,0.65,990.0,1,Furnished,East,available,2,3,Main Road,Gurgaon
1,others,0.19,450.0,3,Semi-Furnished,East,available,1,1,Main Road,Gurgaon
3,others,2.5,1656.0,1,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
3,others,4.4,2537.0,10+,Unfurnished,East,available,3,2,Main Road,Gurgaon
2,others,0.59,650.0,3,Semi-Furnished,North - West,available,2,1,Main Road,Gurgaon
2,others,0.35,800.0,4,Unfurnished,East,available,2,1,Main Road,Gurgaon
2,others,1.4,1180.0,10+,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
3,Sector 111,3.99,2378.0,10+,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
4,Sector 57,2.85,2650.0,1,Furnished,South -West,available,4,4,Garden/Park,Gurgaon
3,Sector 106,3.5,2002.0,10,Furnished,East,available,4,4,"Garden/Park, Main Road, Pool",Gurgaon
3,Sector 79,2.0,1902.0,9,Semi-Furnished,North - East,available,3,3,"Garden/Park, Main Road, Pool",Gurgaon
3,others,2.6,1700.0,4,Semi-Furnished,North - East,available,2,2,Main Road,Gurgaon
4+,others,1.08,1350.0,10+,Unfurnished,East,available,2,1,Main Road,Gurgaon
3,Sector 49,1.9,1710.0,2,Unfurnished,East,available,3,3,"Garden/Park, Main Road",Gurgaon
3,Sector 37D,2.0,1500.0,8,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
2,others,1.65,1122.0,5,Furnished,East,available,1,1,"Garden/Park, Pool",Gurgaon
3,Sector 57,2.1,1357.0,3,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
4,Sector 63,8.9,4000.0,10,Semi-Furnished,North,available,4,3,Main Road,Gurgaon
4,others,1.8,3200.0,2,Semi-Furnished,East,available,4,4,"Garden/Park, Main Road",Gurgaon
2,Sector 61,1.65,1150.0,10+,Unfurnished,North - East,available,2,2,Main Road,Gurgaon
4,Sector 14,4.2,3800.0,2,Semi-Furnished,North,available,4+,2,Main Road,Gurgaon
3,others,6.27,2186.0,5,Unfurnished,North - East,available,3,4,"Garden/Park, Main Road, Pool",Gurgaon
4,others,2.6,2650.0,3,Semi-Furnished,North - East,available,4,2,"Garden/Park, Main Road",Gurgaon
3,Sector 43,2.0,1400.0,2,Furnished,East,available,3,1,Main Road,Gurgaon
1,others,0.6,487.0,10+,Semi-Furnished,East,available,1,2,Main Road,Gurgaon
4,Sector 43,3.6,2610.0,10+,Semi-Furnished,East,available,4+,1,Main Road,Gurgaon
3,others,0.5,720.0,3,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
2,others,0.7000000000000001,1240.0,4,Unfurnished,East,available,2,1,Main Road,Gurgaon
3,Sector 71,1.6,1620.0,10,Unfurnished,South,available,3,2,Garden/Park,Gurgaon
3,others,0.53,1326.0,3,Semi-Furnished,North,available,2,2,Main Road,Gurgaon
2,others,0.4,740.0,3,Unfurnished,East,available,2,1,Main Road,Gurgaon
2,others,0.34,650.0,3,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
2,others,0.913,1660.0,10+,Unfurnished,East,available,2,1,Main Road,Gurgaon
3,Sector 92,1.25,1345.0,2,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
2,Sector 37D,1.15,1380.0,10+,Unfurnished,East,available,2,1,Main Road,Gurgaon
4,others,2.6,1450.0,3,Unfurnished,East,available,3,1,Main Road,Gurgaon
4,others,4.0,2500.0,10+,Semi-Furnished,East,available,4+,2,Main Road,Gurgaon
2,others,0.25,450.0,2,Unfurnished,East,available,2,1,Main Road,Gurgaon
2,others,0.95,1270.0,8,Unfurnished,East,available,2,1,Main Road,Gurgaon
1,others,0.26,220.0,6,Furnished,East,available,1,1,Main Road,Gurgaon
4,others,2.05,1900.0,10+,Semi-Furnished,East,available,4,4,"Garden/Park, Main Road, Pool",Gurgaon
2,others,0.25,700.0,2,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
4,others,0.8520000000000001,1894.0,6,Semi-Furnished,East,available,4,3,Main Road,Gurgaon
3,Sector 2,1.5,2000.0,4,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
3,others,0.3,1130.0,1,Semi-Furnished,West,available,2,1,Garden/Park,Gurgaon
2,others,0.747,1660.0,1,Semi-Furnished,East,available,2,1,Garden/Park,Gurgaon
2,Sector 37D,0.75,1310.0,1,Semi-Furnished,East,available,2,1,Garden/Park,Gurgaon
3,Sector 65,3.93,1806.0,10,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
3,others,2.25,1950.0,10+,Semi-Furnished,East,available,4+,1,Main Road,Gurgaon
2,others,0.5,500.0,2,Unfurnished,East,available,2,1,Main Road,Gurgaon
3,others,0.4,100.0,3,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
3,Sector 79,2.35,1230.0,1,Unfurnished,East,available,3,1,Main Road,Gurgaon
4,others,2.64,2650.0,9,Unfurnished,East,available,4,4,"Garden/Park, Main Road, Pool",Gurgaon
4+,others,4.65,4050.0,3,Furnished,East,available,4+,2,Main Road,Gurgaon
2,others,1.05,1250.0,10+,Semi-Furnished,North - East,available,2,1,Garden/Park,Gurgaon
4,others,1.75,3500.0,10+,Unfurnished,East,available,4,1,Main Road,Gurgaon
3,others,1.6,1350.0,3,Furnished,East,available,3,1,Main Road,Gurgaon
2,others,0.45,1024.2,2,Semi-Furnished,East,available,1,1,Main Road,Gurgaon
2,others,0.4,565.0,10+,Unfurnished,East,available,2,1,Main Road,Gurgaon
3,others,1.9,1586.0,1,Semi-Furnished,North,available,3,2,Garden/Park,Gurgaon
1,others,0.28,350.0,1,Unfurnished,North - East,available,1,2,"Garden/Park, Main Road",Gurgaon
3,Sector 14,3.0,2000.0,1,Semi-Furnished,East,available,3,2,Main Road,Gurgaon
2,others,0.99,1621.0,10+,Furnished,East,available,2,2,Main Road,Gurgaon
3,others,1.45,1650.0,2,Semi-Furnished,North,available,3,4+,Main Road,Gurgaon
2,others,1.8,1550.0,10+,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
3,others,1.2,2050.0,9,Unfurnished,East,available,3,3,Main Road,Gurgaon
4,others,2.4,1900.0,2,Unfurnished,East,available,4,1,Main Road,Gurgaon
4,others,3.2,2200.0,4,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
2,others,0.65,650.0,2,Furnished,East,available,2,2,Garden/Park,Gurgaon
4,Sector 49,3.25,276.0,1,Semi-Furnished,East,available,4,1,Main Road,Gurgaon
2,others,0.5,600.0,2,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
1,others,1.2,869.0,10+,Unfurnished,East,available,1,1,Main Road,Gurgaon
3,others,1.4,1365.0,2,Semi-Furnished,East,available,2,4,Main Road,Gurgaon
2,others,1.4,1200.0,3,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
3,others,3.0,2560.0,4,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
3,Sector 65,3.0,1828.0,10+,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
3,Sector 92,0.75,675.0,5,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
3,others,1.75,1575.0,10+,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
2,others,1.1,1300.0,2,Semi-Furnished,East,available,2,2,Main Road,Gurgaon
4,others,1.5,2350.0,10+,Semi-Furnished,East,available,4,1,Main Road,Gurgaon
2,others,0.45,900.0,7,Unfurnished,East,available,2,1,Main Road,Gurgaon
3,Sector 57,1.0,1386.8,10+,Semi-Furnished,East,available,3,2,Main Road,Gurgaon
3,others,1.15,1300.0,9,Semi-Furnished,East,available,2,1,Garden/Park,Gurgaon
2,others,2.15,1125.0,9,Unfurnished,North - East,available,2,2,"Garden/Park, Main Road, Pool",Gurgaon
2,Sector 89,1.2,1103.0,4,Semi-Furnished,East,available,2,2,Main Road,Gurgaon
3,Sector 59,4.5,2985.0,2,Unfurnished,North - East,available,4,2,"Garden/Park, Main Road, Pool",Gurgaon
3,Sector 37D,2.27,1811.0,10+,Semi-Furnished,North - East,available,3,3,Garden/Park,Gurgaon
3,Sector 89,1.36,1423.0,2,Semi-Furnished,North - East,available,3,3,"Garden/Park, Main Road",Gurgaon
2,Sector 79,1.31,1200.0,3,Semi-Furnished,North - East,available,2,2,"Garden/Park, Main Road",Gurgaon
3,Sector 57,2.5,1800.0,1,Semi-Furnished,North,available,3,3,"Garden/Park, Main Road",Gurgaon
3,others,2.75,1950.0,1,Semi-Furnished,North - East,available,3,2,"Garden/Park, Main Road",Gurgaon
3,Sector 37D,3.27,2468.0,6,Unfurnished,East,available,3,2,Garden/Park,Gurgaon
4,Sector 51,3.2,2500.0,2,Semi-Furnished,South - East,available,4,2,Main Road,Gurgaon
3,Sector 113,4.15,2300.0,10+,Semi-Furnished,North - East,available,3,4,"Garden/Park, Main Road, Pool",Gurgaon
3,others,1.14,1816.0,10,Semi-Furnished,North - East,available,3,3,"Garden/Park, Main Road, Pool",Gurgaon
3,others,2.75,1650.0,2,Semi-Furnished,North - East,available,3,2,Garden/Park,Gurgaon
3,others,2.35,1365.0,10+,Unfurnished,South - East,available,3,2,"Garden/Park, Main Road",Gurgaon
3,others,1.7,2000.0,6,Semi-Furnished,North - East,available,3,4,"Garden/Park, Main Road",Gurgaon
2,others,0.78,1022.0,1,Unfurnished,East,available,2,1,Main Road,Gurgaon
3,others,2.35,1900.0,9,Semi-Furnished,North,available,3,4,Garden/Park,Gurgaon
3,others,4.1,2123.0,10+,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
4,Sector 111,4.6,2950.0,6,Semi-Furnished,East,available,4+,4,Main Road,Gurgaon
2,Sector 106,2.1,1366.0,10+,Unfurnished,East,available,2,4,Main Road,Gurgaon
4,others,4.0,3035.0,5,Unfurnished,East,available,4+,4,Main Road,Gurgaon
2,others,1.3,1935.0,1,Semi-Furnished,North,available,2,2,"Garden/Park, Main Road",Gurgaon
2,others,1.2,1093.0,2,Semi-Furnished,East,available,2,2,Main Road,Gurgaon
3,Sector 57,1.8,1300.0,10+,Unfurnished,North - West,available,3,1,"Garden/Park, Main Road",Gurgaon
2,Sector 85,1.6,1640.0,10+,Unfurnished,East,available,2,4,"Garden/Park, Pool",Gurgaon
3,others,3.6,2103.0,10+,Semi-Furnished,North - East,available,3,2,Garden/Park,Gurgaon
3,Sector 61,2.6,1795.0,2,Semi-Furnished,East,available,3,3,"Garden/Park, Main Road",Gurgaon
2,others,0.6,1000.0,5,Unfurnished,East,available,2,1,Garden/Park,Gurgaon
4,others,2.75,2150.0,1,Semi-Furnished,East,available,4,3,"Garden/Park, Main Road",Gurgaon
2,Sector 85,1.5,1640.0,2,Semi-Furnished,North - West,available,2,2,"Garden/Park, Main Road",Gurgaon
2,Sector 85,1.75,1400.0,10,Unfurnished,North - East,available,2,2,"Garden/Park, Main Road",Gurgaon
3,others,2.0,1600.0,1,Semi-Furnished,North - East,available,3,3,Main Road,Gurgaon
3,Sector 51,1.51,1800.0,2,Semi-Furnished,East,available,2,2,Garden/Park,Gurgaon
2,others,0.42,1000.0,4,Unfurnished,North - East,available,2,2,"Garden/Park, Main Road",Gurgaon
4,Sector 49,4.45,4000.0,2,Unfurnished,North - East,available,4+,2,Main Road,Gurgaon
2,others,1.65,1296.0,3,Semi-Furnished,North - East,available,2,2,"Garden/Park, Main Road, Pool",Gurgaon
2,others,0.6,1232.0,10+,Unfurnished,West,available,2,2,"Garden/Park, Main Road",Gurgaon
2,others,0.4,498.0,8,Unfurnished,North - East,available,2,2,"Garden/Park, Main Road",Gurgaon
3,others,1.3,1500.0,1,Semi-Furnished,East,available,3,2,"Garden/Park, Main Road",Gurgaon
3,Sector 102,1.65,1650.0,10+,Semi-Furnished,North - East,available,3,2,"Garden/Park, Main Road, Pool",Gurgaon
2,Sector 65,2.25,1450.0,10+,Semi-Furnished,North - East,available,2,2,Garden/Park,Gurgaon
2,Sector 79,1.4,1494.0,1,Semi-Furnished,North,available,2,2,Garden/Park,Gurgaon
4,Sector 26,7.5,500.0,4,Semi-Furnished,East,available,4,2,Garden/Park,Gurgaon
4,Sector 25,4.45,3204.0,3,Semi-Furnished,North - West,available,4+,4,Main Road,Gurgaon
3,others,1.75,1800.0,3,Semi-Furnished,South,available,3,2,Main Road,Gurgaon
3,Sector 36,1.05,1081.0,1,Unfurnished,East,available,2,3,"Garden/Park, Pool",Gurgaon
3,Sector 59,7.0,3106.0,10+,Unfurnished,East,available,4,3,Main Road,Gurgaon
3,others,2.09,1666.0,3,Semi-Furnished,South - East,available,3,2,Main Road,Gurgaon
3,others,1.4,2400.0,3,Furnished,North,available,3,2,Main Road,Gurgaon
4,Sector 63,8.0,1789.2,10+,Unfurnished,East,available,4,2,Main Road,Gurgaon
2,Sector 85,1.15,1690.0,2,Semi-Furnished,East,available,2,2,"Garden/Park, Pool",Gurgaon
2,Sector 2,1.2,1457.0,10+,Unfurnished,South - East,available,2,4+,Garden/Park,Gurgaon
4,Sector 65,3.2,2024.8,1,Semi-Furnished,East,available,4,4,Main Road,Gurgaon
4,Sector 43,6.25,270.0,4,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
1,others,2.02,940.0,6,Furnished,East,available,1,1,Main Road,Gurgaon
3,Sector 79,2.8,2050.0,10,Semi-Furnished,North - East,available,3,3,"Garden/Park, Pool",Gurgaon
2,others,3.35,1508.0,6,Furnished,North - East,available,2,3,Garden/Park,Gurgaon
3,others,1.38,1750.0,3,Semi-Furnished,East,available,3,2,"Garden/Park, Main Road",Gurgaon
2,others,0.5,975.0,10+,Semi-Furnished,East,available,2,2,Main Road,Gurgaon
4,others,2.1,263.0,1,Furnished,East,available,3,1,Main Road,Gurgaon
3,Sector 14,1.2,1500.0,2,Unfurnished,North - East,available,3,3,"Garden/Park, Main Road, Pool",Gurgaon
3,Sector 65,2.5,2054.0,10,Semi-Furnished,North,available,3,4,Garden/Park,Gurgaon
4,others,3.9,2450.0,10+,Semi-Furnished,East,available,4+,4,Main Road,Gurgaon
2,others,2.2,1245.0,8,Semi-Furnished,North - East,available,2,2,"Garden/Park, Main Road, Pool",Gurgaon
3,others,2.5,2160.0,2,Semi-Furnished,North - East,available,2,2,"Garden/Park, Main Road",Gurgaon
3,others,1.4,1712.0,5,Semi-Furnished,South -West,available,3,4+,"Garden/Park, Main Road, Pool",Gurgaon
3,others,1.65,1200.0,3,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
4,others,4.7,3156.0,10+,Semi-Furnished,North - East,available,4,4,"Garden/Park, Main Road, Pool",Gurgaon
2,others,0.4,467.0,8,Semi-Furnished,East,available,2,2,Main Road,Gurgaon
4,others,4.5,2500.0,1,Unfurnished,South - East,available,4,2,Main Road,Gurgaon
4,others,3.9,3400.0,10+,Semi-Furnished,North - East,available,4,4,Garden/Park,Gurgaon
3,Sector 2,1.4,1300.0,10+,Semi-Furnished,South,available,3,2,Main Road,Gurgaon
4,others,4.25,3470.0,10+,Unfurnished,East,available,4+,1,Pool,Gurgaon
2,Sector 79,2.0,1420.0,10,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
2,others,1.28,1450.0,10,Semi-Furnished,North - East,available,2,3,"Garden/Park, Pool",Gurgaon
2,others,2.65,1478.0,10+,Semi-Furnished,North,available,2,2,"Garden/Park, Main Road",Gurgaon
4,Sector 85,3.0,2812.0,7,Unfurnished,North,available,3,4,Garden/Park,Gurgaon
3,others,1.85,1800.0,4,Semi-Furnished,North,available,3,3,Garden/Park,Gurgaon
3,others,2.6,2415.0,10+,Semi-Furnished,East,available,3,2,"Garden/Park, Main Road",Gurgaon
3,others,2.18,1611.0,3,Semi-Furnished,East,available,3,2,"Garden/Park, Main Road, Pool",Gurgaon
4,Sector 63,9.0,3956.0,10+,Semi-Furnished,East,available,4+,2,"Garden/Park, Main Road, Pool",Gurgaon
2,others,0.3,467.0,10+,Semi-Furnished,East,available,2,2,Main Road,Gurgaon
2,others,1.75,1539.0,10+,Semi-Furnished,East,available,2,3,"Garden/Park, Main Road",Gurgaon
3,Sector 37D,1.49,1250.0,4,Semi-Furnished,North,available,3,3,Main Road,Gurgaon
4,others,4.8,500.0,1,Furnished,North,available,4+,4+,Main Road,Gurgaon
2,others,1.58,1628.0,6,Semi-Furnished,East,available,2,4,"Garden/Park, Main Road, Pool",Gurgaon
4,Sector 43,7.0,3890.0,1,Semi-Furnished,North - West,available,4,3,Main Road,Gurgaon
3,others,1.45,1550.0,1,Semi-Furnished,East,available,3,2,"Garden/Park, Main Road, Pool",Gurgaon
2,others,1.49,1341.0,5,Semi-Furnished,North - East,available,2,3,"Garden/Park, Main Road",Gurgaon
4,others,2.65,3045.0,10+,Semi-Furnished,East,available,4+,4,Main Road,Gurgaon
3,others,0.7000000000000001,800.0,3,Furnished,East,available,3,1,Main Road,Gurgaon
3,others,5.4,1887.8,10+,Furnished,East,available,3,3,"Garden/Park, Main Road, Pool",Gurgaon
4,Sector 14,3.75,3100.0,3,Unfurnished,East,available,4+,4+,Garden/Park,Gurgaon
4,others,4.65,3156.0,10+,Semi-Furnished,East,available,4+,4,"Garden/Park, Pool",Gurgaon
4,others,1.95,1800.0,1,Semi-Furnished,North - East,available,3,2,"Garden/Park, Main Road",Gurgaon
2,Sector 43,1.3,1115.0,5,Semi-Furnished,North,available,2,1,Main Road,Gurgaon
3,others,1.52,1335.0,4,Semi-Furnished,East,available,3,1,Main Road,Gurgaon
3,others,2.07,1997.0,9,Semi-Furnished,North - East,available,3,3,"Garden/Park, Pool",Gurgaon
4,Sector 85,2.7,2812.0,10+,Unfurnished,North - East,available,4,3,Garden/Park,Gurgaon
3,others,1.8,1780.0,4,Semi-Furnished,West,available,3,3,Main Road,Gurgaon
3,Sector 79,2.29,2000.0,10+,Unfurnished,East,available,3,4+,"Garden/Park, Main Road, Pool",Gurgaon
4,Sector 24,5.65,500.0,10+,Unfurnished,East,available,2,1,Main Road,Gurgaon
4,Sector 102,3.6,3198.0,7,Semi-Furnished,East,available,4,4,"Garden/Park, Pool",Gurgaon
4,Sector 24,3.5,5000.0,2,Furnished,North - West,available,3,4,"Garden/Park, Main Road",Gurgaon
4,others,2.46,2200.0,10+,Semi-Furnished,East,available,4,1,Main Road,Gurgaon
1,Sector 57,1.5,1210.0,10,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
4,Sector 26,4.7,2691.0,3,Unfurnished,West,available,4,2,Main Road,Gurgaon
3,Sector 49,4.69,1917.0,10+,Semi-Furnished,South -West,available,3,4,"Garden/Park, Main Road, Pool",Gurgaon
3,Sector 111,4.0,2280.0,1,Furnished,East,available,3,1,Main Road,Gurgaon
3,others,4.2,2000.0,2,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
1,Sector 43,0.95,1107.0,7,Furnished,East,available,1,1,"Garden/Park, Main Road",Gurgaon
3,Sector 79,3.3,2387.0,10+,Unfurnished,North,available,3,4,Pool,Gurgaon
4,Sector 14,5.45,4500.0,3,Furnished,East,available,4+,3,Garden/Park,Gurgaon
4,others,3.5,3048.0,4,Semi-Furnished,East,available,4,4,Main Road,Gurgaon
3,Sector 49,4.33,1993.0,4,Unfurnished,North,available,2,1,Garden/Park,Gurgaon
4,others,7.0,3036.0,4,Unfurnished,East,available,4+,4,Garden/Park,Gurgaon
3,others,1.75,2100.0,10+,Semi-Furnished,North,available,4,3,Main Road,Gurgaon
3,Sector 43,1.6,1719.0,5,Semi-Furnished,South - East,available,3,3,Main Road,Gurgaon
3,others,2.95,1665.0,10+,Unfurnished,East,available,3,3,"Garden/Park, Main Road",Gurgaon
3,others,1.9,1727.0,9,Unfurnished,North - West,available,3,2,"Garden/Park, Pool",Gurgaon
3,others,0.75,1100.0,4,Semi-Furnished,East,available,2,2,Main Road,Gurgaon
4,others,3.15,2400.0,2,Semi-Furnished,North - East,available,4,2,Main Road,Gurgaon
3,others,2.4,1704.0,10+,Semi-Furnished,East,available,3,4,"Garden/Park, Pool",Gurgaon
3,others,2.89,2066.0,10,Semi-Furnished,East,available,3,3,"Garden/Park, Pool",Gurgaon
4,others,7.4,3684.0,10+,Semi-Furnished,East,available,4+,1,Main Road,Gurgaon
4+,Sector 49,3.95,3400.0,2,Semi-Furnished,East,available,4,3,Garden/Park,Gurgaon
2,Sector 36,0.75,1022.0,1,Unfurnished,North - East,available,2,3,"Garden/Park, Main Road, Pool",Gurgaon
4,others,2.6,2380.0,5,Semi-Furnished,South,available,3,4,Garden/Park,Gurgaon
4,Sector 25,6.5,4500.0,4,Unfurnished,North - East,available,4+,4,Garden/Park,Gurgaon
2,others,1.32,1420.0,3,Semi-Furnished,North - East,available,2,2,"Garden/Park, Main Road, Pool",Gurgaon
1,Sector 111,0.45,336.0,9,Furnished,East,available,1,1,Garden/Park,Gurgaon
3,others,1.92,1750.0,10+,Unfurnished,North - East,available,3,3,Main Road,Gurgaon
4,Sector 113,6.21,6565.0,10+,Semi-Furnished,North - East,available,4,4+,"Garden/Park, Main Road",Gurgaon
1,others,0.55,493.0,3,Semi-Furnished,North,available,1,1,Garden/Park,Gurgaon
2,others,0.79,1202.0,1,Unfurnished,East,available,2,1,Main Road,Gurgaon
3,Sector 57,2.11,2367.0,1,Unfurnished,West,available,3,2,Main Road,Gurgaon
3,others,2.5,1996.0,9,Semi-Furnished,North,available,4,4+,Main Road,Gurgaon
3,Sector 65,2.7,1600.0,1,Unfurnished,South - East,available,3,1,Main Road,Gurgaon
3,Sector 36,1.15,1386.2,4,Unfurnished,East,available,2,3,Main Road,Gurgaon
3,Sector 57,1.7,1980.0,1,Unfurnished,South -West,available,2,3,Garden/Park,Gurgaon
4+,Sector 106,7.26,4095.0,10+,Semi-Furnished,East,available,4+,1,"Garden/Park, Pool",Gurgaon
4,Sector 49,6.49,2777.0,10+,Semi-Furnished,North - East,available,4,1,"Garden/Park, Pool",Gurgaon
2,Sector 92,1.08,1010.0,4,Semi-Furnished,East,available,2,2,Main Road,Gurgaon
4,Sector 25,5.3,3703.0,3,Semi-Furnished,East,available,4+,4+,"Garden/Park, Main Road",Gurgaon
2,Sector 79,0.38,1438.0,3,Unfurnished,East,available,1,2,Main Road,Gurgaon
3,others,1.0,1850.0,10+,Furnished,East,available,3,1,Main Road,Gurgaon
4,Sector 24,3.5,2500.0,2,Unfurnished,East,available,4+,2,Garden/Park,Gurgaon
2,others,2.7,1478.0,10+,Semi-Furnished,North - West,available,2,4,"Garden/Park, Main Road, Pool",Gurgaon
3,others,1.75,1943.0,5,Semi-Furnished,North - East,available,3,4,"Garden/Park, Main Road",Gurgaon
3,others,1.9,1750.0,10+,Furnished,North - East,available,3,3,"Garden/Park, Main Road, Pool",Gurgaon
2,Sector 113,1.78,1276.0,2,Unfurnished,North,available,2,3,"Garden/Park, Main Road",Gurgaon
1,others,0.9,800.0,10+,Furnished,East,available,1,1,"Garden/Park, Main Road, Pool",Gurgaon
3,Sector 79,1.45,1930.0,9,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
3,Sector 37D,3.5,2350.0,8,Furnished,East,available,4,3,"Garden/Park, Pool",Gurgaon
3,others,3.5,1996.0,4,Semi-Furnished,East,available,3,3,Main Road,Gurgaon
2,others,0.5,800.0,10,Unfurnished,North,available,2,1,"Garden/Park, Main Road",Gurgaon
4,others,9.0,5900.0,9,Semi-Furnished,South -West,available,4+,3,"Garden/Park, Main Road",Gurgaon
4,others,2.45,1950.0,10+,Semi-Furnished,East,available,4,2,"Garden/Park, Main Road",Gurgaon
2,Sector 106,1.15,1385.0,5,Unfurnished,East,available,2,4,Garden/Park,Gurgaon
2,others,2.1,1450.0,9,Semi-Furnished,East,available,2,3,"Garden/Park, Pool",Gurgaon
2,Sector 2,0.3,743.0,5,Semi-Furnished,East,available,2,1,Main Road,Gurgaon
3,others,1.9,1950.0,8,Semi-Furnished,North - East,available,3,4,"Garden/Park, Main Road, Pool",Gurgaon
